"koordinate "	"id. Broj"	"naziv djela"	"ime autora"	"prezime autora"	"godina nastanka"	"tehnika"	"format"	"vlasnik"	"link vlasnik"	"foto kredits"	"glavni narativ uz djelo )pojavljije se kao prvi pasus)"	"sekundarni narativ uz djelo, slijedi nakon prvog, služi obično da se povežu pojedine tačke"	"narativ za koji se veže. Ako ih ima više razdvojiti ih sa tačka zarez, npr: Miunović Milo;Boka kotorska; ovo se pojavljuje nakon teksta o jedinici "	"Column2"	"Column3"	"Column4"	"Column5"
"42.20579854059734, 18.93531446176925"	1403	"Castel Lastva"	"Franz"	"Zeller"	1855	"bakrorez"	"12x19"	"""Illustriertes Familienbuch""  Trieste, Lloyd 1859"		"Geoculture"	"Primorski pejzaž – brdoviti teren, vegetacija i more – prikazan deskriptivno, s naglaskom na atmosferu i prostornu dubinu. Grafika ima dokumentarnu vrijednost, ali istovremeno zadržava slikarsku senzibilnost tipičnu za vedute tog perioda."	"U Petrovcu su Mlečani u XVI vijeku sagradili tvrđavu za garnizon, po kojoj je čitavo mjesto dobilo naziv Kastel Lastva. Ona je služila i kao magacin za smještaj vina i drugih proizvoda koji su se odatle vozili brodovima. Uz tvrđavu su sagradili i Lazaret, sanitarnu zgradu koja je uglavnom služila kao karantin, za smještaj bolesnika za vrijeme epidemija. Danas su sačuvane samo zidine."	"Franz Zeller; Petrovac"				
"42.45075612586321, 18.534066298226016"	1404	"Herceg Novi, stari grad sa tvrđavom Forte Mare i obalom"			1850	" čelična gravura  (Stahlstich)"		"Bibliographisches Institut, Hildburghausen"		"Geoculture"	"Bibliographisches Institut iz Hildburghausena bio je jedan od ključnih evropskih izdavača XIX vijeka, posebno poznat po enciklopedijskim i leksikografskim izdanjima poput Meyers Konversations-Lexikon. Grafike koje su nastajale u okviru ovog izdavačkog kruga imale su prvenstveno didaktičku i informativnu funkciju. Autori i graveri često nijesu potpisivani, jer je akcenat bio na institucionalnom autoritetu znanja, a ne na individualnom umjetničkom izrazu. "		"Herceg Novi"				
"42.38660243309886, 18.923559201428645"	1405	"Cetinjski manastir"			1850	" čelična gravura  (Stahlstich)"		"Bibliographisches Institut, Hildburghausen"		"Geoculture"	"Iako su ilustracije koje je objavljivao Bibliographisches Institut, Hildburghausen često obilježene nepreciznostima, pa ponegdje i pojednostavljenim, gotovo amaterskim pristupom one su važne jer su kroz njih Crna Gora i njeni gradovi ušli u evropski imaginarij kao “činjenice prostora”, sistematizovane i uklopljene u širi geografsko-kulturni poredak."		"Cetinje"				
	1406	"Cetinje"	"Johann"	"Högelmüller"	1840	"kolorisana litografija"				"Geoculture"	"Hromolitografija sa prikazom Cetinjskog polja i Cetinjskog manastira u pozadini. Kompozicija je očigledno nastala na osnovu sekundarnih izvora ili narativnog opisa, jer je raspored planinskih masiva u pozadini topografski netačan. I pored toga, litografija je naročito zanimljiva zbog prikaza vodotoka u prvom planu – potoka ili rječice, vjerovatno rijeke Cetine, čiji je tok u to vrijeme još postojao kroz Cetinjsko polje."						
"42.48619190642518, 18.76704394841163"	1407	"Pogled na Kotorski zaliv"	"Heinrich Louis Theodor "	"Gurlitt"	1858	"bakrorez"	"12x19"	"""Illustriertes Familienbuch""  Trieste, Lloyd 1859"		"Geoculture"	"Motiv ove gravire – ušće Ljute u zaliv – već se javlja na Gurlittovoj slici nastaloj nekoliko godina ranije. Ipak, izuzetno precizna topografija brda u drugom planu, koja izostaje na uljanoj slici, ukazuje na to da je za oba rada postojao zajednički crtački predložak, što je uostalom bila uobičajena praksa u to vrijeme. Ovaj primjer jasno pokazuje kako umjetnik prilagođava likovna rješenja specifičnostima medija u kojem radi."						
"42.45249481790978, 18.54260956113376"	1408	"Castel Nuovo"	"Heinrich Louis Theodor "	"Gurlitt"	1855	"bakrorez"	"12x19"	"""Illustriertes Familienbuch""  Trieste, Lloyd 1859"		"Geoculture"	"Prednji plan fokusira pažnju na minuciozno realizovano gusto rastinje. Centralno mjesto zauzima tvrđava sa zidinama koje se kaskadno spuštaju. Gavira se odlikuje preciznošću u crtežu arhitektonskih elemenata i topografskih oblika, evocirajući romantičnu atmosferu sredine 19. vijeka."	"Na području župe Dračevica Bosanski kralj Tvrtko I Kotromanić utvrđuje novi grad 1382. godine s namjerom da ga razvija kao trgovački, pomorski i zanatski centar i daje mu ime Sveti Stjepan. To je ujedno bio jedan od najmlađih gradova na Jadranu kojeg nazivaju Novi, Kastrum Novum, Kastel Nuovo, a danas Herceg Novi."	"Heinrich Louis Theodor Gurlitt; Herceg Novi"				
"42.26280831146302, 18.89823386768716"	1409	"Zaliv između Budve i Svetog Stefana u Albaniji"	"Johann"	"Högelmüller"	1850	"litografija"	"19x26"			"Geoculture"	"Kompozicija predstavlja pogled na zaliv, s morem koje se širi prema horizontu, uz detaljno prikazane litice i tipičnu mediteransku strukturu. U prvom planu su i dvije figure koje doprinose utisku žanr scene."	"Prikazuje panoramski zaliv na obali Jadranskog mora između Budve i Svetog Stefana — tada označen kao dio „Albanije“ u kartografskim nazivima XIX vijeka. Litografija je dio serije topografskih i etnografskih prikaza koje su služili za upoznavanje pejzaža i mjesta Dalmacije. Crtež je izradio Johann Hogelmuller, a litografiju Franz Joseph Sandmann"	"Johann Högelmüller"				
"42.422012,18.771017"	1410	"Kotorska Luka"	"Heinrich Louis Theodor "	"Gurlitt"	1859	"bakrorez"	"11x19"	"""Illustriertes Familienbuch""  Trieste, Lloyd 1859"		"Geoculture"	"Putopisni albumi 19. vijeka predstavljaju jednu od najvažnijih formi vizuelnog “otkrivanja” Evrope samoj sebi. Nastajali su u kontekstu razvoja štampe, turizma, kartografije i imperijalnih interesa, a kombinovali su tekst i sliku kako bi čitaocu omogućili zamišljeno putovanje kroz “udaljene” ili “egzotične” krajeve. Jadranska obala, uključujući Crnu Goru, u tim albumima se često pojavljuje kao prostor susreta Mediterana i Balkana: slikovita, dramatična, istorijski slojevita, ali i politički nedovoljno poznata. Vizuelni jezik tih albuma balansira između dokumenta i imaginacije."						
"42.42233146377309, 18.761929700256584"	1411	"Kotor"	"Nepoznati autor"		1850	" čelična gravura  (Stahlstich)"		"Bibliographisches Institut, Hildburghausen"		"Geoculture"	"Gravure izdanja Bibliographisches Institut u Hildburghausenu potiču iz XIX vijeka i pripadaju tipu čeličnih gravura / bakroreza (Stahlstich), što ih razlikuje od drvoreza koji dominiraju u Yriarteovom putopisu. Ove ilustracije su enciklopedijskog i topografskog karaktera i nisu nastale po terenskim crtežima, već su sekundarni prikazi sakupljeni u geografskim atlasima i leksikonima koji su težili univerzalnom i neutralnom predstavljanju prostora."		"Kotor"				
"42.42225844900733, 18.79173593616751"	1412	"Boka Kotorska"	"Edward "	"Lear"	1866	"tuš na papiru"	"34x50"	"Aberdeen Archives, Gallery & Museums"		"wikimedia"	"Prozračna akvarelska skica u kojoj unjetnik prikazuje Lovćenski pejzaž kod Krsca sveden na široke tonove plavičastih i sivih lazura. Kompozicija počiva na dubinskom nizanju planinskih masiva i naglašenom kontrastu svjetla i sjenke, dok sitne figure služe kao mjerilo prostora i pojačavaju osjećaj monumentalnosti"						
"42.153386833698825, 19.085769328750548"	1413	"Pogled na Skadarsko jezero"	"Anton"	"Karinger"	1868	"ulje na platnu"	"57x107"			"wikimedia"	"Pejzaž je relizovan u romantičarskom duhu, sa naglašenim osjećajem prostornosti i uzvišenosti prirode. Površina vode i udaljeni planinski vijenci modelovani su suptilnim tonskim prelazima, dok svjetlost ima ključnu ulogu u stvaranju atmosfere tišine i kontemplacije. Pejzaž je idealizovan, sa akcentom na harmoniji prirodnih elemenata, a ljudsko prisustvo, svedeno je na mjeru koja dodatno ističe veličanstvo prirode."		"Anton Karinger; Skadarsko jezero"				
	1414	"Crnogorski put"	"Anton"	"Karinger"	1863	"ulje na platnu"		"Narodna galerija Slovenije"		"wikimedia"							
"42.47826884704593, 18.76349972283059"	1415	"Pogled na Kotorski zaliv"	"László"	"Mednyánszky"	"cca 1917"	"ulje na platnu"	"94x114"	"Art Collection of the Hungarian Academy of Sciences"		"wikimedia"	"Pogled na Kotorski zaliv predstavljen je kroz snažno dramatizovan pejzaž: strme planinske mase dominiraju kompozicijom, sa prenaglašenim proporcijama koje pojačavaju osjećaj monumentalnosti i tjeskobe. Tamni, gusti nanosi boje kontrastirani su svjetlijem nebu i mirnoj površini mora, čime se postiže izražen emotivni naboj i naglašava dramatičan odnos prirode i prostora."						
"42.41805376217392, 18.767961775596483"	1416	"Kotor"	"Carl Robert"	"Kummer"	1851	"ulje na platnu"	"30x40"			"wikimedia"	"Kotora je prikazan u tihom, zimskom svjetlu, koje ublažava kontraste i daje pejzažu suzdržanu, gotovo meditativnu atmosferu. Karakteristična brda su naglašena jasnim obrisima i monumentalnom masom, dok sitne figure u prvom planu dodatno pojačavaju osjećaj razmjere i prostorne dubine."						
"42.266355545013404, 19.111043678727523"	1417	"Lesendro"	"Michael Zeno"	"Diemer"	1917	"akvarel"	"21x33"			"wikimedia"	"Kompozicija je smirena, sa naglašenim odnosom između arhitekture i vodenog pejzaža, dok mekani tonski prelazi i suzdržana paleta boja stvaraju atmosferu tišine i melanholije. Akcenat je na ambijentu i ugođaju."		"Michael Zeno Diemer; Skadarsko jezero"				
"42.420042716160104, 18.771742496570173"	1418	"Boka Kotorská "	"Oldřich "	"Koníček "	1916	"ulje na platnu"				"wikimedia"	"Panoramski pogled na Kotor i Bokokotorski zaliv sagledan je iz povišene tačke, sa jasno strukturisanom kompozicijom i uravnoteženim odnosom grada, mora i planinskog vijenca. Mirna površina zaliva i ritam brodova u luci suprotstavljeni su masivnim, obojenim planinama u pozadini, dok svijetla paleta i razigrani potez naglašavaju vedrinu i otvorenost prostora. "						
"42.42351156751697, 18.761200505886613"	1419	"Kotorska luka"	"Jean-Baptiste-François "	"Génillion"	1810	"ulje na platnu"	"98x65"	"Musée national de la Marine de Paris"		"wikimedia"	"Luka Kotora prikazana je kao živopisan pomorski prizor, u kojem brodovi u pokretu ispunjavaju nemirnu površinu zaliva. Grad se prostire u podnožju strmih, zelenih planina, čija monumentalnost uokviruje scenu i naglašava strateški i slikoviti karakter prostora, dok dramatično nebo dodatno pojačava osjećaj dinamike i istorijske važnosti luke.
"						
"42.48666098427924, 18.689017540392758"	1420	"Pogled na Perast u Kotorskom zalivu"	"Jean-Baptiste-François "	"Génillion"	1810	"ulje na platnu"	"98x65"	"Musée national de la Marine de Paris"		"wikimedia"	"Na ovom prikazu Perasta jasno se uočavaju zidine na zapadnoj strani grada, koje svjedoče o danas nestalom fortifikacionom pojasu. Brod u prvom planu, po obliku trupa, visokom pramcu i krmi, kao i po rasporedu dva jarbola s latinskim jedrima, najvjerovatnije pripada tipu dalmatinsko-bokeljskog trgovačkog jedrenjaka, bliskog braceri ili trabakulu. Prikaz je u skladu s pomorskom praksom Boke s početka 19. vijeka, kada su Perast i Kotor još uvijek bili aktivno uključeni u regionalne trgovačke mreže Jadrana."						
	1421	"Podmornica u Bokokotorskom zalivu u Crnoj Gori"	"Karl Ludwig"	"Prinz"	1917	"ulje na platnu"	"55x73,5"			"wikimedia"	"Krajnje neobičan motiv – podmornica usidrena u Bokokotorskom zalivu – stoji u snažnom kontrastu sa slikarskim postupkom. Ekspresivni, nervozni, pastozni nanosi, primjereni tretmanu pejzaža, odudaraju od estetike savremene vojne tehnologije s početka 20. vijeka. Moguće je da je na slici prikazana podmornica SM I-16, koja je djelovala iz Kotora duž ovog dijela Jadrana. Podmornica je potopljena 1916. godine kod albanske obale."						
"42.24640532060702, 19.0918633395642"	1422	"Luka u Virpazaru, lokacija transporta trupa (Skadarsko jezero)"	"Karl Ludwig"	"Prinz"	1916	"akvarel"	"37x47,5"			"wikimedia"	"Uprkos nazivu koji upućuje na vojne operacije tokom okupacije Crne Gore u Prvom svjetskom ratu, Virpazar je prikazan kroz skroman, svakodnevni prizor: niske kuće uz samu obalu, drvene barke privezane uz dokove i tiha površina vode koja reflektuje arhitekturu i nebo. Suptilna koloristička skala i lagan crtež naglašavaju ruralni karakter mjesta i atmosferu sporog, gotovo bezvremenog života uz vodu."						
"42.44926408405455, 18.537778780665047"	1423	"Obala kod Herceg Novog"	"Alfred"	"Zoff"	1926	"ulje na platnu"	"38x53"			"wikimedia"	"Slikarska interpretacija obale kod Herceg Novog je interpretacija prostora, svjetla i osjećaja atmosfere mjesta: more se stapa s nebom, obala i stijene postaju odraz dramatične igre efekata intenzivnog kolorita."		"Alfred Zoff; Herceg Novi"				
"42.38160444683083, 18.943746287538122"	1424	"Iz Crne Gore"	"Gustav"	"Rasch"	1876	"drvorez"				"wikimedia"	"Rasch teži analitičkom prikazu prostora: jasno definisani planovi, precizna perspektiva i neutralan odnos prema motivu. Kolorit je uzdržan, često tonalan, bez izražene dramatizacije svjetla, a pejzaž funkcioniše kao vizuelni zapis stvarnog mjesta, blizak topografskom i kartografskom pristupu."	"Bio je njemački pisac i putopisac koji je pisao o političkoj situaciji u Evropi i na Balkanu, a često je radio ilustracije za svoje tekstove."	"Gustav Rasch"				
"42.41842857491856, 18.768364285254428"	1425	"Kotor"	"Anton"	"Perko"	1875	"ulje na platnu"				"wikimedia"	"Anton Perko pripada generaciji koja prelazi granicu između putopisne ilustracije i samostalnog pejzažnog slikarstva. Pejzaž je dramatizovan, ali ne idealizovan — grad i planina su u realnom, gotovo geološkom odnosu. Ovo djelo predstavlja važan završni akord 19. vijeka: prelaz iz evropskog putopisnog i enciklopedijskog pogleda u individualnu umjetničku interpretaciju Crne Gore."		"Anton Perko; Kotor"				
	1426	"Jezerski pejzaž sa figurama"	"Hermann David Salomon"	"Corrodi"	1900	"ulje na platnu"				"wikimedia"	"Planinski pejzaž sa jezerom prikazan je kroz dinamičnu kompoziciju stjenovitog predjela, u kojem krivudavi put usmjerava pogled u dubinu prostora. Sitne figure Crnogorki koje nose drva na leđima naglašavaju razmjere surove prirode, ali i težinu života u crnogorskom kršu. Uprkos stilizaciji kamenitog okruženja u prvom planu, svjetlost neba i udaljenog pejzaža ostaje jasno prepoznatljiva – riječ je o svjetlosti zimskog dana nad Skadarskim jezerom. Precizno određivanje lokacije prizora nije pouzdano: jezerce u prvom planu s objektom na obali ne uklapa se ni u jednu konkretnu topografsku tačku, što upućuje na mogućnost da je scena oblikovana kao spoj više doživljaja prostora u jedinstvenu cjelinu."		"Hermann Corrodi"				
"42.37978193696197, 18.95935258606475"	1427	"Motiv iz Crne Gore, studija za sliku"	"Hermann David Salomon"	"Corrodi"	1900	"ulje na platnu kaširano na kartonu"	"41x54"			"wikimedia"	"Pogled sa starog puta od Cetinja prema Rijeci Crnojevića, iznad Dobrskog sela. Uočavaju se kameni ivičnjaci na tada novom putu ka Rijeci. Skica prikazuje grupu ljudi i čobana sa ovcama u jesenjem predvečerju: prvi plan već je u sjenci, dok sunce još uvijek osvjetljava brda i jezero u drugom planu. Riječ je o tipičnom postupku iskusnog majstora pejzaža, izvedenom brzo i bez ulaženja u detalje, ali sa jasno sačuvanim svim elementima scene neophodnim za kasniju slikarsku razradu u ateljeu. Nije poznato da li je umjetnik na osnovu ove skice ikada izradio završenu sliku."		"Hermann Corrodi"				
"42.38163917620162, 18.943659062642965"	1428	"Pogled na Skadarsko jezero iz Crne Gore"	"Edward "	"Lear"	1866	"akvarel i olovka"	"18x37"			"wikimedia"	"Ova skica predstavlja brz, neposredan zapis panoramskog pogleda ka Skadarskom jezeru, viđenog s visoke planinske pozicije. Kompozicija je svedena, s naglašenim stijenama u prvom planu i širokim otvaranjem prostora prema jezeru i ravnici u daljini. Nekoliko sitnih figura uz ivicu litice služi kao mjera razmjere i pojačava osjećaj monumentalnosti pejzaža. Paleta je hladna i prozračna, a crtež ekonomičan, usmjeren na hvatanje osnovne strukture terena, odnosa masa i svjetlosnih planova."		"Edward Lear; Skadarasko jezero"				
"42.38163917620162, 18.943659062642965"	1429	"Crna Gora"	"Edward "	"Lear"	1871	"akvarel i olovka"	"76x122"			"wikimedia"	"Završena slika razvija isti pogled, ali u znatno složeniju i narativno bogatiju kompoziciju. U prvom planu pojavljuje se grupa ljudi u crnogorskoj nošnji, čime pejzaž dobija jasnu etnografsku i kulturnu dimenziju. Stijene su detaljnije modelovane, svjetlo neba dramatičnije razrađeno, a prostorni odnosi produbljeni preciznijim tonskim gradacijama. Ovakav postupak pokazuje kako je umjetnik koristio terensku skicu kao osnovu za završeno djelo, zadržavajući svježinu neposrednog opažanja i u konačnoj slikarskoj realizaciji."		"Edward Lear"				
"42.42776630377839, 18.758881982025766"	1430	"Kotor"	"Edward "	"Lear"	1866	"akvarel i olovka"	"38x56"	"National Museums Liverpool / Walker Art Gallery"		"wikimedia"	"Prikaz Kotora izveden je lakim, prozračnim crtežom i suzdržanom kolorističkom skalom, ali sa izuzetno preciznom topografijom prostora. Strme padine koje se spuštaju ka zalivu, linija obale i raspored gradskih struktura vjerno prate stvarni pejzaž, dok mirna površina mora i sitna plovila u prvom planu uspostavljaju osjećaj ravnoteže i prostorne širine."		"Edward Lear; Kotor"				
"42.508898871096655, 19.197624161942567"	1501	"Spuška glavica"	"Ilija "	"Šobajić"		"olovka na natron papiru"	"45,5x31"	"Zavičajni muzej Pljevlja"		"Geoculture"	"Pogled na uzvišenje sa utvrđenjem na vrhu. Figure i kuća smještene u prvom planu potenciraju životnost predstave. Izvjesna dramatičnost i titravost atmosfere je potrencirana akcentima bijele boje kod prikaza oblaka, krova i otvora na utvrđenju i odjeće."		"Ilija šobajić; Nikšić"				
"43.357878462010504, 19.354793284809336"	1502	"Pljevlja"	"Jovan "	"Kukić"		"tempera na kartonu"	"50x70"	"Zavičajni muzej Pljevlja"		"Geoculture"	"Autor pažljivo gradi kompoziciju: arhitektura starog gradskog jezgra, pravilni ritmovi krovova i ulica, blage planinske konture u pozadini stvaraju osjećaj tihe svakodnevice. Kolorit je suzdržan, najčešće u toplim zemljanim i sivim tonovima, što dodatno naglašava intimni, gotovo melanholični karakter prizora."	"Djelo predstavlja smirenu, gotovo dokumentarističku viziju grada, izvedenu u realističkom maniru koji naglašava atmosferu mjesta."	"Jovan Kukić; Pljevlja"				
"43.35623068921966, 19.357919227057398"	1503	"Džamija sa sahat kulom"	"Luka"	"Stanković"		"olovka na papiru"	"35x47"	"Zavičajni muzej Pljevlja"		"Geoculture"	"Prikaz atmosfere prazne ulice iz centra Pljevalja sa objektima nanizanim duž ulice, sa prepoznatljivom kupolom i minaretom u pozadini. U blizini je prikazana i sahat kula."	"Jednostavnim potezima olovke definisane su različite strukture fasada objekata i uskovitalnost neba."	"Luka Stanković"				
"42.45505207395107, 18.74648720647579"	1504	"Prčanj"	"Savo"	"Vujović"		"ulje na platnu"	"41x50"	"Zavičajni muzej Pljevlja"		"Geoculture"	"U prvom planu dominira kamena arhitektura, dok se iza nje uzdižu strme padine brda, čime Vujović postiže vertikalnu dinamiku karakterističnu za ovaj kraj.
Kolorit je pročišćen i suptilan — svijetle kamene fasade, modre nijanse mora i mekani, zeleni tonovi brdskih masiva stvaraju skladnu cjelinu. "	"Vujovićev potez je smiren, disciplinovan, s tendencijom ka reduciranju detalja u korist čiste, ozračene forme."	"Savo Vujović; Prčanj"				
